Pixel #,Angle,Signal,Noise_Ref,Noise_term,Noise_space
1,73.387231522,2.6165994102742234,2.87789987789988,-0.006648364785759666,0.026731049208913227
2,73.321226088,2.691539600783988,2.96336996336996,0.006341205255316149,0.026217168091435705
3,73.255283698,2.5457886404541292,2.80586080586081,-0.014665408628805424,0.017406050247199434
4,73.189404352,2.4046992835991676,2.65323565323565,-0.02774728550745712,0.008997370792583004
5,73.12358805,2.4163883265874397,2.66910866910867,-0.035979348412542606,0.011426331438650239
6,73.057834792,2.453365761220273,2.71306471306471,0.018804899657486274,0.014263475049772656
7,72.992144578,2.5287706363767137,2.7997557997558,-0.002035488339788924,0.024394613522666253
8,72.926517408,2.5554374146003553,2.83272283272283,-0.057944689365194396,0.02159342993203106
9,72.860953282,2.501632850419227,2.77655677655678,0.05956740722665391,0.024697755279970535
10,72.7954522,2.604975595955975,2.89499389499389,-0.005146868294590896,0.027636013037559026
11,72.730014162,2.5883399467726456,2.88034188034188,0.032339643532505034,0.018291472485461036
12,72.664639168,2.571633521439116,2.86568986568987,-0.01409451524574464,0.008449998270714576
13,72.599327218,2.5723599977164393,2.87057387057387,0.02144680622541137,0.014137457197036851
14,72.534078312,2.6723767056079213,2.98656898656899,0.02955117299644317,0.03610935327355369
15,72.46889245,2.877772457119034,3.22100122100122,0.036169372150523106,0.03946336528411942
16,72.40376963199999,2.8580043710529646,3.2039072039072,-0.06820657880252948,0.032886593028818356
17,72.338709858,2.832695242774818,3.18070818070818,0.03355611046132541,0.012292743250450155
18,72.273713128,2.7964389220131682,3.14529914529915,0.024458853996688627,-0.0268957597549635
19,72.208779442,2.9107549462635585,3.27960927960928,0.021109903470123766,-0.04166355211833861
20,72.1439088,3.1045088198568758,3.5042735042735,-0.030347717302346148,-0.04968387577100408
21,72.079101202,2.9658591550506244,3.35409035409035,0.019712360984969753,-0.05971556169874692
22,72.014356648,2.8156572717676838,3.19047619047619,-0.0502721704748197,-0.0738703810094653
23,71.949675138,2.6754999289381103,3.03785103785104,0.03966310400117994,-0.0708337788586465
24,71.885056672,2.521738878644779,2.86935286935287,0.00857347226237262,-0.0588528262170539
25,71.82050124999999,2.560063657647713,2.91941391941392,-0.013994361891041624,-0.03918533484461462
26,71.756008872,2.4003368586708937,2.74358974358974,-0.002728209392172754,-0.04177832098418266
27,71.691579538,2.2922561957338927,2.62637362637363,-0.01915085099985128,-0.03921795644168169
28,71.627213248,2.2801151923303804,2.61904761904762,-0.026915601609362676,-0.04681321329537502
29,71.562910002,2.4797984672969626,2.85592185592186,-0.027406861281245566,-0.061973041776919424
30,71.4986698,2.7087468800177215,3.12820512820513,0.02759172938487869,-0.059899958912769224
31,71.434492642,3.0340725390666745,3.51404151404151,-0.030988334043173665,-0.06390042025559628
32,71.370378528,3.1815011469082024,3.6959706959707,0.05414493609851249,-0.095027895380845
33,71.306327458,3.1137743580164297,3.62881562881563,0.032042595186105145,-0.12489273190291261
34,71.242339432,3.1117349040490523,3.63858363858364,-0.05248216699986457,-0.11829224376381708
35,71.17841444999999,3.4400217487594538,4.03663003663004,0.0509610395282664,-0.09025342172836925
36,71.114552512,3.6087150572953135,4.25030525030525,-0.011579156598184837,-0.08346384140329355
37,71.050753618,3.570883300591591,4.22222222222222,0.03797659284562556,-0.08344517732345635
38,70.987017768,3.764934428906513,4.47008547008547,0.014413116492215534,-0.08644668049014836
39,70.923344962,3.7608233758702885,4.48473748473748,-0.046472665188122896,-0.10158299614423161
40,70.8597352,3.7811935533078396,4.52991452991453,0.004355714349758678,-0.11773518063588106
41,70.796188482,3.6542024234484387,4.3992673992674,0.023790311838152087,-0.13205433938503297
42,70.732704808,3.328537517102012,4.02808302808303,0.04654948856330313,-0.13369876523387336
43,70.669284178,3.097485630684983,3.76923076923077,-0.0011862810981269573,-0.12369314270521614
44,70.605926592,2.96462433521205,3.62881562881563,-0.027242917520207487,-0.12080327407088332
45,70.54263205,3.052194537650062,3.75946275946276,0.012684986330623657,-0.13859932651360884
46,70.479400552,2.9924984528629657,3.71062271062271,0.01794061434307713,-0.15559599634576016
47,70.416232098,2.92333274932118,3.65079365079365,-0.004515468601294779,-0.17264532498128737
48,70.353126688,2.7682131483961867,3.48351648351648,-0.0493118553134665,-0.18582774922414236
49,70.290084322,2.7486181672431194,3.48717948717949,-0.011375460419990123,-0.19156802485018032
50,70.227105,2.8668667486586936,3.66910866910867,0.013732313725677773,-0.1846801554580597
51,70.164188722,2.924271460864766,3.77777777777778,-0.050201207565901546,-0.15804082949199771
52,70.101335488,2.866054214215501,3.73992673992674,0.04211207284047458,-0.1662743720021218
53,70.038545298,2.847388832364082,3.75579975579976,0.018886324787840508,-0.2005888991242477
54,69.975818152,2.883313493635687,3.84737484737485,-0.04669743452966026,-0.22546294867903005
55,69.91315405,2.9481483311419328,3.98290598290598,-0.015802919687981327,-0.2349888053970709
56,69.850552992,2.7648151794692266,3.78510378510379,0.007678942063856797,-0.2294785909629976
57,69.78801497799999,2.7249964670779776,3.78388278388278,-0.06562605803809377,-0.23193678816936503
58,69.725540008,2.667594145495677,3.76068376068376,0.011201680405326478,-0.2301167549223901
59,69.663128082,2.539729721233268,3.63858363858364,0.004519573812364079,-0.22216061801679443
60,69.6007792,2.4472667404711363,3.56654456654457,-0.008408913259420508,-0.22434490258331313
61,69.538493362,2.4240822879731674,3.5970695970696,0.01977989526884575,-0.21972959736932335
62,69.476270568,2.37938653433461,3.5982905982906,-0.00994607700725583,-0.22148543319309372
63,69.414110818,2.421428344513835,3.73504273504274,-0.03475583923097649,-0.22626669308820752
64,69.35201411199999,2.423425639968165,3.81562881562882,0.0406709594841017,-0.22681139172285597
65,69.28998045,2.3241454086255096,3.73748473748474,-0.0075477079953645545,-0.20597030044570253
66,69.228009832,2.255897808544874,3.70695970695971,-0.0019225894781868184,-0.18727941541444426
67,69.166102258,2.2331747533159167,3.75091575091575,0.011166624415928103,-0.17186527440290844
68,69.104257728,2.141039935724765,3.67643467643468,0.030688645693506284,-0.17619120138113076
69,69.04247624199999,2.0831098488677786,3.65689865689866,0.010923466657618208,-0.18800232595082023
70,68.98075779999999,2.082793192777373,3.73748473748474,-0.02010840828015421,-0.19693159911292563
71,68.919102402,2.088025304239772,3.82905982905983,-0.01742422704952729,-0.1859351799019036
72,68.857510048,2.084329903230022,3.9047619047619,0.023142451418678135,-0.1885760446358309
73,68.795980738,2.0418387243805283,3.90598290598291,-0.06943808417173747,-0.17388743834562492
74,68.734514472,1.9710287221729668,3.84859584859585,-0.029615067387241335,-0.1476118411991314
75,68.67311125,1.7720095114990417,3.52991452991453,0.016603682003158617,-0.09729359734268905
76,68.611771072,1.675232344617905,3.4029304029304,-0.06896922680647724,-0.0656674884255708
77,68.550493938,1.7179256612747897,3.55677655677656,0.013003344874356077,-0.05560628787643418
78,68.489279848,1.7123487242099635,3.61172161172161,-0.009238718954728147,-0.03428451829883672
79,68.428128802,1.6901429555742928,3.63003663003663,0.030725910818274575,-0.005121789645256336
80,68.3670408,1.7566822669049165,3.84004884004884,-0.008131356093489651,0.02616127930202733
81,68.306015842,1.694485128150225,3.76800976800977,0.026902673659543373,0.056777926132523415
82,68.245053928,1.6499879962830424,3.73015873015873,0.03222231966843001,0.07255640950709907
83,68.184155058,1.6166845038901458,3.71306471306471,-0.02235628542627237,0.09665747823544046
84,68.123319232,1.5786427240218632,3.68009768009768,-0.0006091486967030146,0.12279084572863092
85,68.06254645,1.5421524305390213,3.64468864468864,-0.0022948794134968046,0.15878631805311272
86,68.001836712,1.4233696665259294,3.40537240537241,-0.006975668592554136,0.20410908681077955
87,67.941190018,1.4294895486341812,3.45543345543346,0.003754666672590968,0.22552934970622107
88,67.880606368,1.3957767185546484,3.4004884004884,0.0019110213927475922,0.23621503321498888
89,67.820085762,1.390114960372709,3.4029304029304,-0.02520159250030968,0.26964328936302623
90,67.7596282,1.3417760183262688,3.28815628815629,-0.043465859299740645,0.306752855919341
91,67.699233682,1.3585816176029506,3.31868131868132,0.01377343659919603,0.3415458628341359
92,67.63890220799999,1.373118676662542,3.32722832722833,-0.0070108483426814085,0.3396021298397705
93,67.578633778,1.3925658844990436,3.32967032967033,0.01672001853567829,0.3261784160598769
94,67.518428392,1.4678860146013124,3.44444444444444,-0.03216633968334487,0.30620395393177025
95,67.45828605,1.5175264936065365,3.47619047619048,0.0415568081510767,0.318632174828328
96,67.398206752,1.5426643969379317,3.43223443223443,0.06258820642582771,0.3395794588786326
97,67.338190498,1.5372157044202726,3.30647130647131,-0.01012210505494312,0.3726072149482262
98,67.278237288,1.5217250582042685,3.15140415140415,0.037795730412756266,0.39624454759035416
99,67.218347122,1.570917961362176,3.12087912087912,0.02017780793956878,0.3917911540079715
100,67.15852,1.6044202086313157,3.04761904761905,-1.3448566643978813e-05,0.37859769596592674
101,67.098755922,1.6951652848163474,3.06959706959707,0.050504345387368435,0.36064424492259717
102,67.039054888,1.7815537454681114,3.06715506715507,-0.015880048343297693,0.3570491570308991
103,66.979416898,1.9033284365137937,3.10866910866911,0.033458453355193374,0.3284265555754907
104,66.919841952,2.1021023691775396,3.25274725274725,0.03412942014063343,0.2827996094758237
105,66.86033005,2.309888942163944,3.38583638583639,0.029199095199797118,0.24637611120365144
106,66.80088119199999,2.517618098259203,3.5006105006105,-0.02826470694789198,0.22848649373062946
107,66.741495378,2.62842546247145,3.47741147741148,-0.02193863822603044,0.2188622002232733
108,66.682172608,2.5241368068120487,3.19169719169719,0.018852331484879876,0.20609485662621674
109,66.622912882,2.4860869109747328,3.02075702075702,0.06533810700732534,0.19074164103140334
110,66.5637162,2.568339916702436,3.01587301587302,-0.008203024202730504,0.16377716932012243
111,66.504582562,2.7191148465336297,3.1025641025641,0.009177471965323446,0.13421682042068517
112,66.445511968,2.6443471401876533,2.94627594627595,0.07044464746587759,0.09999158399764307
113,66.386504418,2.681022976148445,2.92918192918193,-0.00941782125910679,0.07930061798016708
114,66.327559912,2.7449338123961216,2.95115995115995,-0.016794785142455845,0.07070716079750672
115,66.26867845,2.6905155722309813,2.85470085470085,0.03759448753179148,0.07120091802515982
116,66.209860032,2.6466303017051613,2.77777777777778,-0.009020512573240498,0.08281748699053848
117,66.151104658,2.7444493596092516,2.85470085470085,0.005774891770278429,0.08096491637297976
118,66.092412328,2.820528054438877,2.91208791208791,0.007834512827510482,0.06162998885306492
119,66.033783042,3.1153073969965823,3.1965811965812,0.02826799886032678,0.026189168013674435
120,65.9752168,3.1601709081144627,3.22588522588523,-0.03626316718662256,-0.01861467590679211
121,65.916713602,3.196728058761416,3.24908424908425,0.019912255939321735,-0.03987984972777048
122,65.85827344799999,3.1553506350596394,3.1953601953602,-0.032030648109496414,-0.031422304208578056
123,65.799896338,3.1082155897253623,3.13797313797314,-0.03782731678150448,-0.007637575091468896
124,65.741582272,3.1187121667423967,3.14041514041514,0.021122145286177896,0.0018564290194297284
125,65.68333125,3.1304157969115773,3.14529914529915,0.004781251260374555,-0.00846682362988549
126,65.625143272,3.1337881526516385,3.14285714285714,0.007666448083610148,-0.023143938236866002
127,65.567018338,3.0752950155592638,3.07936507936508,-0.06620907662995527,-0.02405496341912683
128,65.50895644799999,3.01953601953602,3.01953601953602,-0.10224424959004343,-0.029518803073190658